StudentID,Arkonian Warfare Tactics,ExoGenetics Evolution,Transdimensional Navigation,Warp Field Theory,Dark Matter Biophysics,Zarnithian Philosophy,Drakthon Linguistics,Xynthium Material Sciences,Hyperspace Topology,Helio-Bio Interface,Luminarian Art Theory,Stellar Cartography,Chrono-Kinetics,Technotronic Linguistic Fusion,Cybernetic Ethics,Nebulon Astrophysics,Quasar Dynamics,Glacial Holo-Architecture,Aether Resonance,Gravix Planetary Studies,Vortex Quantum Mechanics,Holo-Temporal Engineering,Psi-Energy Manipulation,Plasmawave Analysis,Neutronia Metallurgy,Syntho-Chemical Engineering,Sublight Propulsion Systems,Krythos Biomechanics,Flux Capacitor Management,Xyloprax Computation,Yridium Power Systems,Quantum Neuro-Hacking,Zyglon Neurology
8969,8.0,8.0,10.0,7.0,9.0,9.0,8.0,10.0,9.0,8.0,8.0,10.0,9.0,7.0,8.0,7.0,7.0,8.0,8.0,9.0,10.0,10.0,9.0,10.0,8.0,9.0,10.0,10.0,9.0,9.0,8.0,8.0,8.0
8970,8.0,7.0,9.0,7.0,10.0,8.0,8.0,10.0,9.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,9.0,8.0,9.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0
8971,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0
8972,9.0,8.0,6.0,7.0,8.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,9.0,6.0,6.0,6.0,7.0,8.0,6.0,6.0,8.0
8973,8.0,9.0,9.0,9.0,8.0,8.0,9.0,10.0,9.0,9.0,7.0,9.0,6.0,8.0,7.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,9.0,10.0,9.0,6.0,8.0,8.0,8.0,9.0,7.0,7.0,9.0
8974,7.0,6.0,7.0,7.0,9.0,7.0,6.0,9.0,7.0,7.0,6.0,7.0,7.0,8.0,9.0,8.0,6.0,8.0,7.0,7.0,9.0,9.0,7.0,8.0,8.0,6.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0
8975,7.0,6.0,7.0,7.0,8.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,9.0,6.0,6.0,8.0,8.0,6.0,6.0,7.0
8976,7.0,6.0,8.0,7.0,8.0,7.0,6.0,8.0,7.0,8.0,7.0,8.0,8.0,6.0,6.0,7.0,6.0,6.0,8.0,8.0,8.0,10.0,8.0,9.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,8.0,7.0
8977,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,9.0,7.0,6.0,7.0,8.0,7.0,6.0,7.0,6.0,6.0,6.0,9.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,8.0
8978,7.0,7.0,6.0,6.0,6.0,7.0,7.0,9.0,7.0,9.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,7.0,7.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0
8979,6.0,6.0,6.0,8.0,7.0,8.0,7.0,6.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,6.0,6.0,9.0,8.0,7.0,7.0,7.0
8980,7.0,6.0,9.0,6.0,8.0,6.0,6.0,10.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,8.0,7.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,7.0
8981,6.0,6.0,8.0,7.0,8.0,7.0,6.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,7.0,8.0,9.0,8.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,8.0,7.0,6.0,8.0
8982,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,8.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,8.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0
8983,6.0,6.0,9.0,7.0,9.0,8.0,6.0,9.0,8.0,7.0,6.0,9.0,8.0,7.0,7.0,7.0,6.0,7.0,8.0,8.0,9.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,6.0
8984,6.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,8.0,8.0,6.0,9.0,9.0,6.0,6.0,6.0,6.0,7.0,8.0,9.0,9.0,9.0,10.0,8.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0
8985,6.0,7.0,6.0,8.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,8.0,7.0,7.0,7.0,6.0,6.0,8.0,9.0,7.0,7.0,7.0,6.0,8.0,6.0,6.0,6.0,8.0
8986,6.0,6.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,9.0,8.0,9.0,9.0,8.0,7.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,10.0,8.0,8.0,10.0,9.0,8.0,8.0,10.0
8987,7.0,10.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,6.0,8.0,8.0,8.0,6.0,7.0,8.0,7.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,7.0,8.0
8988,7.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,10.0,9.0,8.0,7.0,9.0,7.0,8.0,9.0,8.0,8.0,7.0,8.0
8989,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0
8990,8.0,7.0,9.0,7.0,8.0,9.0,7.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,10.0,10.0,8.0,10.0,8.0,8.0,9.0,7.0,9.0,9.0,8.0,8.0,7.0
8991,7.0,7.0,8.0,7.0,9.0,7.0,7.0,10.0,7.0,7.0,7.0,8.0,6.0,7.0,8.0,8.0,7.0,9.0,6.0,8.0,8.0,9.0,7.0,9.0,9.0,7.0,8.0,7.0,8.0,9.0,6.0,7.0,8.0
8992,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,8.0,6.0,9.0,7.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0
8993,6.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,6.0
8994,6.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,8.0,9.0,6.0,8.0,8.0,6.0,6.0,6.0,7.0,6.0,8.0,9.0,7.0,9.0,9.0,7.0,6.0,10.0,7.0,7.0,8.0,6.0,7.0,6.0,6.0
8995,7.0,7.0,9.0,7.0,9.0,8.0,7.0,9.0,8.0,8.0,7.0,9.0,8.0,7.0,7.0,9.0,6.0,7.0,6.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0
8996,6.0,7.0,8.0,9.0,9.0,8.0,8.0,9.0,9.0,8.0,8.0,9.0,8.0,7.0,9.0,8.0,7.0,7.0,9.0,9.0,10.0,9.0,9.0,9.0,7.0,10.0,7.0,8.0,9.0,9.0,8.0,7.0,9.0
8997,6.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,9.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0
8998,8.0,9.0,9.0,8.0,8.0,9.0,8.0,9.0,8.0,9.0,7.0,7.0,6.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,9.0,7.0,9.0,10.0,8.0,7.0,7.0,8.0,9.0,8.0,7.0,7.0,9.0
8999,6.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,8.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,8.0,6.0,8.0,9.0,6.0,6.0,9.0,9.0,6.0,7.0,6.0,8.0,7.0,6.0,8.0,7.0,7.0
9000,6.0,7.0,7.0,7.0,9.0,8.0,7.0,9.0,8.0,8.0,8.0,9.0,8.0,6.0,6.0,7.0,7.0,6.0,8.0,10.0,8.0,9.0,9.0,9.0,8.0,10.0,7.0,8.0,9.0,8.0,8.0,7.0,9.0
9001,6.0,8.0,7.0,9.0,8.0,9.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,9.0,8.0,9.0,7.0,9.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,6.0,6.0,9.0,9.0,7.0,8.0,9.0
9002,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,6.0,6.0,6.0,6.0,8.0,7.0,6.0,6.0,7.0
9003,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,8.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,8.0,7.0
9004,7.0,8.0,7.0,8.0,9.0,10.0,8.0,10.0,8.0,9.0,7.0,10.0,8.0,7.0,7.0,8.0,8.0,8.0,9.0,10.0,9.0,9.0,10.0,9.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,8.0,10.0
9005,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0
9006,6.0,7.0,7.0,9.0,8.0,9.0,9.0,8.0,8.0,9.0,7.0,9.0,8.0,9.0,8.0,8.0,9.0,7.0,8.0,9.0,8.0,7.0,9.0,9.0,8.0,9.0,7.0,7.0,9.0,9.0,8.0,7.0,10.0
9007,8.0,8.0,9.0,8.0,10.0,8.0,7.0,10.0,8.0,9.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,10.0,10.0,10.0,10.0,8.0,9.0,8.0,9.0,8.0,9.0,9.0,9.0,7.0
9008,6.0,7.0,6.0,6.0,6.0,8.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,6.0,7.0,9.0,8.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,8.0
9009,6.0,6.0,7.0,8.0,8.0,7.0,6.0,7.0,6.0,6.0,8.0,6.0,6.0,7.0,7.0,8.0,7.0,8.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,8.0,6.0,6.0,7.0
9010,7.0,9.0,7.0,9.0,8.0,9.0,9.0,8.0,8.0,9.0,7.0,9.0,7.0,9.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,7.0,9.0,10.0,8.0,8.0,8.0,7.0,10.0,9.0,7.0,7.0,10.0
9011,6.0,6.0,7.0,8.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,8.0,8.0,6.0,7.0,6.0,8.0,6.0,8.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,8.0,8.0,7.0,6.0,7.0
9012,6.0,6.0,8.0,6.0,7.0,7.0,6.0,9.0,6.0,6.0,6.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0
9013,6.0,6.0,8.0,8.0,10.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,6.0,9.0,9.0,7.0,7.0,9.0
9014,8.0,8.0,8.0,9.0,8.0,8.0,9.0,10.0,8.0,8.0,7.0,7.0,6.0,9.0,8.0,9.0,10.0,10.0,8.0,8.0,7.0,9.0,8.0,10.0,9.0,7.0,8.0,8.0,10.0,9.0,8.0,7.0,10.0
9015,8.0,8.0,9.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,7.0,7.0,7.0,9.0,9.0,9.0,8.0,8.0,7.0,8.0,9.0,8.0,7.0,9.0,8.0,7.0,9.0,8.0,9.0,10.0,7.0,7.0,10.0
9016,7.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
9017,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,7.0,9.0,8.0,6.0,6.0,7.0,7.0,6.0,9.0,9.0,8.0,10.0,10.0,9.0,8.0,10.0,8.0,9.0,8.0,7.0,9.0,9.0,8.0
9018,7.0,10.0,7.0,8.0,7.0,9.0,10.0,8.0,7.0,9.0,8.0,8.0,7.0,8.0,7.0,8.0,10.0,9.0,8.0,8.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,7.0,9.0,8.0,8.0,7.0,10.0
9019,7.0,7.0,8.0,7.0,7.0,8.0,8.0,9.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,9.0,7.0,7.0,6.0,8.0,7.0,6.0,9.0,7.0,6.0,7.0,7.0,8.0,7.0,6.0,6.0,8.0
9020,8.0,8.0,9.0,8.0,8.0,9.0,8.0,10.0,7.0,8.0,7.0,7.0,6.0,8.0,7.0,8.0,9.0,9.0,7.0,7.0,9.0,8.0,7.0,10.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,9.0
9021,8.0,8.0,9.0,8.0,9.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,9.0,8.0,8.0,9.0,9.0,7.0,10.0,8.0,8.0,7.0,8.0,7.0,9.0,8.0,8.0,8.0
9022,6.0,7.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,10.0,9.0,8.0,8.0,10.0
9023,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,8.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,8.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0
9024,8.0,9.0,8.0,8.0,8.0,9.0,9.0,10.0,8.0,10.0,7.0,8.0,8.0,8.0,7.0,9.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,9.0,8.0,9.0,9.0,9.0,7.0,7.0,9.0
9025,8.0,9.0,8.0,7.0,6.0,7.0,7.0,10.0,7.0,9.0,7.0,8.0,6.0,6.0,6.0,6.0,8.0,8.0,7.0,8.0,7.0,7.0,9.0,9.0,8.0,7.0,8.0,6.0,7.0,6.0,7.0,6.0,6.0
9026,8.0,6.0,9.0,7.0,9.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,9.0,9.0,8.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,7.0,7.0,7.0,6.0,9.0,9.0,8.0,7.0,9.0
9027,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,8.0,7.0,6.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,6.0,8.0,7.0,7.0,7.0,6.0,7.0,8.0,7.0,6.0,7.0
9028,6.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,7.0,6.0,9.0,9.0,10.0,9.0,9.0,7.0,8.0,8.0,7.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,7.0,9.0
9029,7.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,6.0,8.0,6.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,9.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,8.0
9030,8.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,10.0,8.0,10.0,8.0,8.0,6.0,7.0,8.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,9.0,10.0,8.0,8.0,8.0,7.0,8.0,7.0,9.0
9031,8.0,8.0,9.0,8.0,8.0,9.0,7.0,10.0,8.0,9.0,7.0,9.0,8.0,7.0,6.0,7.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,10.0,9.0,8.0,8.0,8.0,9.0,9.0,7.0,7.0,8.0
9032,7.0,8.0,6.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,6.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,8.0,8.0,9.0,7.0,9.0,7.0,7.0,9.0,8.0,7.0,6.0,7.0
9033,7.0,7.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,6.0,6.0,6.0,6.0,7.0,6.0,8.0,6.0,7.0
9034,8.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,7.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,9.0,8.0,9.0,8.0,10.0,9.0,9.0,9.0,8.0,9.0,9.0,7.0,7.0,9.0
9035,7.0,7.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,9.0,9.0,9.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0
9036,6.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0
9037,6.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,6.0,9.0,8.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,10.0,9.0,8.0,9.0,7.0,7.0,8.0,9.0,8.0,7.0,7.0
9038,9.0,8.0,9.0,7.0,8.0,9.0,8.0,9.0,7.0,7.0,6.0,8.0,6.0,9.0,7.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,7.0,10.0,8.0,6.0,8.0,8.0,8.0,8.0,9.0,7.0,8.0
9039,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,7.0
9040,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,8.0,7.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0,6.0,6.0,7.0,8.0,7.0,6.0,6.0,8.0
9041,8.0,8.0,8.0,8.0,9.0,8.0,9.0,10.0,8.0,9.0,7.0,8.0,7.0,8.0,8.0,10.0,8.0,9.0,7.0,8.0,10.0,8.0,8.0,10.0,9.0,6.0,10.0,8.0,9.0,9.0,8.0,7.0,9.0
9042,7.0,8.0,7.0,7.0,6.0,8.0,9.0,9.0,6.0,10.0,7.0,8.0,6.0,7.0,6.0,7.0,8.0,7.0,7.0,8.0,7.0,9.0,9.0,9.0,8.0,9.0,6.0,8.0,8.0,7.0,6.0,7.0,8.0
9043,8.0,9.0,9.0,9.0,10.0,8.0,8.0,10.0,9.0,10.0,8.0,10.0,10.0,8.0,6.0,8.0,7.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0
9044,6.0,7.0,7.0,6.0,8.0,6.0,6.0,9.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,9.0,8.0,8.0,6.0,7.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0
9045,7.0,6.0,7.0,6.0,7.0,7.0,6.0,9.0,6.0,7.0,7.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,8.0,8.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0
9046,7.0,6.0,8.0,6.0,7.0,6.0,6.0,8.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,9.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0
9047,7.0,6.0,7.0,6.0,7.0,7.0,6.0,8.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0
9048,8.0,8.0,8.0,8.0,7.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,6.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,7.0,7.0,8.0,9.0,8.0,8.0,7.0,7.0,9.0,9.0,8.0,7.0,9.0
9049,8.0,9.0,8.0,9.0,9.0,9.0,9.0,10.0,7.0,8.0,7.0,9.0,6.0,9.0,8.0,10.0,9.0,9.0,7.0,9.0,9.0,8.0,7.0,10.0,9.0,8.0,9.0,8.0,10.0,9.0,7.0,7.0,10.0
9050,7.0,8.0,8.0,9.0,9.0,8.0,8.0,7.0,9.0,8.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,8.0,9.0,10.0,9.0,8.0,9.0,7.0,8.0,10.0,8.0,8.0,7.0,8.0
9051,8.0,8.0,6.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,6.0,8.0,7.0,8.0,6.0,7.0,8.0,8.0,7.0,9.0,6.0,8.0,8.0,10.0,9.0,7.0,7.0,7.0,9.0,7.0,6.0,7.0,8.0
9052,8.0,9.0,8.0,8.0,8.0,8.0,7.0,10.0,8.0,9.0,7.0,9.0,8.0,7.0,7.0,8.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,10.0,8.0,8.0,8.0,7.0,8.0,9.0,8.0,8.0,9.0
9053,8.0,9.0,9.0,8.0,8.0,9.0,8.0,9.0,10.0,8.0,7.0,8.0,8.0,7.0,6.0,8.0,7.0,7.0,8.0,10.0,9.0,8.0,9.0,10.0,8.0,8.0,7.0,9.0,9.0,8.0,9.0,8.0,8.0
9054,6.0,8.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,7.0,6.0,6.0,6.0,7.0,7.0,8.0,10.0,7.0,8.0,9.0,9.0,8.0,8.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0
9055,6.0,7.0,9.0,8.0,10.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0
9056,7.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,7.0,6.0,6.0,7.0,8.0,6.0,9.0,6.0,6.0,7.0,6.0,9.0,7.0,6.0,6.0,9.0
9057,6.0,6.0,6.0,7.0,7.0,7.0,8.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,8.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,8.0,7.0,6.0,6.0,6.0,8.0,8.0,6.0,7.0,8.0
9058,8.0,7.0,8.0,6.0,7.0,8.0,7.0,9.0,6.0,7.0,6.0,7.0,6.0,8.0,7.0,8.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0,9.0,6.0,6.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0
9059,7.0,7.0,7.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,6.0,8.0,7.0,9.0,8.0,8.0,10.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,7.0,8.0,9.0,9.0,7.0,7.0,10.0
9060,7.0,7.0,10.0,8.0,9.0,8.0,9.0,8.0,9.0,8.0,7.0,8.0,8.0,10.0,10.0,9.0,7.0,8.0,8.0,9.0,9.0,8.0,7.0,10.0,8.0,8.0,9.0,7.0,10.0,10.0,8.0,8.0,9.0
9061,6.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,8.0,7.0,6.0,8.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,8.0,8.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0
9062,8.0,7.0,8.0,8.0,7.0,8.0,8.0,10.0,7.0,8.0,6.0,8.0,7.0,7.0,6.0,8.0,7.0,8.0,6.0,9.0,8.0,8.0,8.0,9.0,8.0,7.0,9.0,8.0,8.0,7.0,7.0,6.0,7.0
9063,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,8.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0
9064,6.0,6.0,6.0,7.0,8.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,9.0,8.0,7.0,8.0,6.0,8.0,6.0,6.0,8.0,8.0,7.0,6.0,8.0
9065,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,6.0,9.0,6.0,8.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,7.0,8.0,6.0,9.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,8.0
9066,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0
9067,7.0,8.0,8.0,9.0,7.0,8.0,9.0,9.0,7.0,8.0,7.0,8.0,7.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,10.0,9.0,7.0,7.0,8.0,9.0,9.0,7.0,8.0,9.0
9068,6.0,6.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,6.0,6.0,7.0,7.0
